"time_period","province_code","product","rainfall","mean_temperature","population","disease_cases","location"
"2019-02","05 Bokeo","G6PD (RDT)",4.06823757763975,21.6438664596273,2146721,0,"05 Bokeo-G6PD (RDT)"
"2019-02","05 Bokeo","Primaquine 7.5 mg",3.77158163265306,21.6105102040816,1640138,0,"05 Bokeo-Primaquine 7.5 mg"
"2019-02","05 Bokeo","Rapid Diagnostic Test (RDT)",4.06823757763975,21.6438664596273,2146721,1440,"05 Bokeo-Rapid Diagnostic Test (RDT)"
"2019-02","06 Louangphabang","Artesunate 60 mg",5.11559523809524,21.5653273809524,3070839,0,"06 Louangphabang-Artesunate 60 mg"
"2019-02","06 Louangphabang","Coartem [6x1 tablets]",5.0687925170068,21.3853741496599,2782308,96,"06 Louangphabang-Coartem [6x1 tablets]"
"2019-02","06 Louangphabang","Coartem [6x2 tablets]",5.0687925170068,21.3853741496599,2782308,90,"06 Louangphabang-Coartem [6x2 tablets]"
"2019-02","06 Louangphabang","Coartem [6x3 tablets]",5.0687925170068,21.3853741496599,2782308,72,"06 Louangphabang-Coartem [6x3 tablets]"
"2019-02","06 Louangphabang","Coartem [6x4 tablets]",5.35032142857143,21.5395089285714,3318871,128,"06 Louangphabang-Coartem [6x4 tablets]"
"2019-02","06 Louangphabang","G6PD (RDT)",5.1553021978022,21.325989010989,2348955,0,"06 Louangphabang-G6PD (RDT)"
"2019-02","06 Louangphabang","ORS (transfer to HC)",5.12830357142857,20.9078125,1294152,888,"06 Louangphabang-ORS (transfer to HC)"
"2019-02","06 Louangphabang","Paracetamol (transfer to HC)",5.12830357142857,20.9078125,1294152,6720,"06 Louangphabang-Paracetamol (transfer to HC)"
"2019-02","06 Louangphabang","Primaquine 7.5 mg",5.11559523809524,21.5653273809524,3070839,1360,"06 Louangphabang-Primaquine 7.5 mg"
"2019-02","06 Louangphabang","Rapid Diagnostic Test (RDT)",5.35032142857143,21.5395089285714,3318871,4230,"06 Louangphabang-Rapid Diagnostic Test (RDT)"
"2019-02","07 Houaphan","Artesunate 60 mg",4.62125576036866,19.8087557603687,983843,30,"07 Houaphan-Artesunate 60 mg"
"2019-02","07 Houaphan","Coartem [6x1 tablets]",4.77422619047619,19.5779761904762,795158,44,"07 Houaphan-Coartem [6x1 tablets]"
"2019-02","07 Houaphan","Coartem [6x2 tablets]",4.77422619047619,19.5779761904762,795158,44,"07 Houaphan-Coartem [6x2 tablets]"
"2019-02","07 Houaphan","Coartem [6x3 tablets]",5.03357142857143,20.1417410714286,1452813,44,"07 Houaphan-Coartem [6x3 tablets]"
"2019-02","07 Houaphan","Coartem [6x4 tablets]",4.80952380952381,20.0409226190476,2584401,100,"07 Houaphan-Coartem [6x4 tablets]"
"2019-02","07 Houaphan","Primaquine 7.5 mg",4.80952380952381,20.0409226190476,2584401,2540,"07 Houaphan-Primaquine 7.5 mg"
"2019-02","07 Houaphan","Rapid Diagnostic Test (RDT)",4.80952380952381,20.0409226190476,2584401,2100,"07 Houaphan-Rapid Diagnostic Test (RDT)"
"2019-02","08 Xainyabouli","Coartem [6x1 tablets]",3.10982683982684,23.2185064935065,2137823,0,"08 Xainyabouli-Coartem [6x1 tablets]"
"2019-02","08 Xainyabouli","Coartem [6x3 tablets]",3.39237841945289,23.316717325228,2425292,0,"08 Xainyabouli-Coartem [6x3 tablets]"
"2019-02","08 Xainyabouli","Coartem [6x4 tablets]",3.15853764478764,23.4586872586873,3692463,22,"08 Xainyabouli-Coartem [6x4 tablets]"
"2019-02","08 Xainyabouli","G6PD (RDT)",3.29219387755102,24.2019132653061,1121198,0,"08 Xainyabouli-G6PD (RDT)"
"2019-02","08 Xainyabouli","Primaquine 7.5 mg",2.65644155844156,23.4453896103896,2396320,484,"08 Xainyabouli-Primaquine 7.5 mg"
"2019-02","08 Xainyabouli","Rapid Diagnostic Test (RDT)",3.24352327447833,23.1707865168539,3966022,2770,"08 Xainyabouli-Rapid Diagnostic Test (RDT)"
"2019-02","09 Xiangkhouang","Artesunate 60 mg",5.13013066202091,19.8571428571429,1335640,0,"09 Xiangkhouang-Artesunate 60 mg"
"2019-02","09 Xiangkhouang","Coartem [6x1 tablets]",4.97758928571429,19.7396978021978,1890749,0,"09 Xiangkhouang-Coartem [6x1 tablets]"
"2019-02","09 Xiangkhouang","Coartem [6x2 tablets]",4.97758928571429,19.7396978021978,1890749,0,"09 Xiangkhouang-Coartem [6x2 tablets]"
"2019-02","09 Xiangkhouang","Coartem [6x3 tablets]",4.97758928571429,19.7396978021978,1890749,0,"09 Xiangkhouang-Coartem [6x3 tablets]"
"2019-02","09 Xiangkhouang","Coartem [6x4 tablets]",4.86233560090703,19.7888888888889,2448207,0,"09 Xiangkhouang-Coartem [6x4 tablets]"
"2019-02","09 Xiangkhouang","G6PD (RDT)",4.00714285714286,19.9035714285714,263030,0,"09 Xiangkhouang-G6PD (RDT)"
"2019-02","09 Xiangkhouang","Primaquine 7.5 mg",4.86233560090703,19.7888888888889,2448207,0,"09 Xiangkhouang-Primaquine 7.5 mg"
"2019-02","09 Xiangkhouang","Rapid Diagnostic Test (RDT)",4.86233560090703,19.7888888888889,2448207,0,"09 Xiangkhouang-Rapid Diagnostic Test (RDT)"
"2019-02","10 Vientiane","Artesunate 60 mg",5.51026610644258,24.2376050420168,2269742,0,"10 Vientiane-Artesunate 60 mg"
"2019-02","10 Vientiane","Coartem [6x1 tablets]",5.90905677655678,24.5733516483516,1731781,0,"10 Vientiane-Coartem [6x1 tablets]"
"2019-02","10 Vientiane","Coartem [6x2 tablets]",5.90905677655678,24.5733516483516,1731781,0,"10 Vientiane-Coartem [6x2 tablets]"
"2019-02","10 Vientiane","Coartem [6x3 tablets]",5.90905677655678,24.5733516483516,1731781,0,"10 Vientiane-Coartem [6x3 tablets]"
"2019-02","10 Vientiane","Coartem [6x4 tablets]",5.33637662337662,24.2977272727273,2441930,0,"10 Vientiane-Coartem [6x4 tablets]"
"2019-02","10 Vientiane","G6PD (RDT)",5.92692857142857,24.154880952381,1085971,0,"10 Vientiane-G6PD (RDT)"
"2019-02","10 Vientiane","Primaquine 7.5 mg",5.51026610644258,24.2376050420168,2269742,0,"10 Vientiane-Primaquine 7.5 mg"
"2019-02","10 Vientiane","Rapid Diagnostic Test (RDT)",5.33637662337662,24.2977272727273,2441930,0,"10 Vientiane-Rapid Diagnostic Test (RDT)"
"2019-02","11 Bolikhamxai","Artesunate 60 mg",8.44599206349206,23.1960317460317,841950,0,"11 Bolikhamxai-Artesunate 60 mg"
"2019-02","11 Bolikhamxai","Coartem [6x1 tablets]",8.69573660714286,23.2566964285714,1418362,0,"11 Bolikhamxai-Coartem [6x1 tablets]"
"2019-02","11 Bolikhamxai","Coartem [6x2 tablets]",8.69573660714286,23.2566964285714,1418362,8,"11 Bolikhamxai-Coartem [6x2 tablets]"
"2019-02","11 Bolikhamxai","Coartem [6x3 tablets]",8.69573660714286,23.2566964285714,1418362,8,"11 Bolikhamxai-Coartem [6x3 tablets]"
"2019-02","11 Bolikhamxai","Coartem [6x4 tablets]",8.97383381924198,23.0643586005831,2371991,8,"11 Bolikhamxai-Coartem [6x4 tablets]"
"2019-02","11 Bolikhamxai","G6PD (RDT)",8.35730612244898,23.1594897959184,1926919,0,"11 Bolikhamxai-G6PD (RDT)"
"2019-02","11 Bolikhamxai","Primaquine 7.5 mg",9.26141114982578,23.3452090592335,2096743,0,"11 Bolikhamxai-Primaquine 7.5 mg"
"2019-02","11 Bolikhamxai","Rapid Diagnostic Test (RDT)",8.97383381924198,23.0643586005831,2371991,460,"11 Bolikhamxai-Rapid Diagnostic Test (RDT)"
"2019-02","12 Khammouan","Coartem [6x1 tablets]",9.53364055299539,24.9113671274962,4289641,312,"12 Khammouan-Coartem [6x1 tablets]"
"2019-02","12 Khammouan","Coartem [6x2 tablets]",9.53364055299539,24.9113671274962,4289641,0,"12 Khammouan-Coartem [6x2 tablets]"
"2019-02","12 Khammouan","Coartem [6x3 tablets]",9.31742857142857,24.6517063492063,3425728,26,"12 Khammouan-Coartem [6x3 tablets]"
"2019-02","12 Khammouan","Coartem [6x4 tablets]",9.13318246110325,24.8137199434229,4485193,0,"12 Khammouan-Coartem [6x4 tablets]"
"2019-02","12 Khammouan","ORS (transfer to HC)",10.3428571428571,23.2642857142857,472745,1560,"12 Khammouan-ORS (transfer to HC)"
"2019-02","12 Khammouan","Paracetamol (transfer to HC)",10.3428571428571,23.2642857142857,472745,4550,"12 Khammouan-Paracetamol (transfer to HC)"
"2019-02","12 Khammouan","Primaquine 7.5 mg",9.13318246110325,24.8137199434229,4485193,640,"12 Khammouan-Primaquine 7.5 mg"
"2019-02","12 Khammouan","Rapid Diagnostic Test (RDT)",9.13318246110325,24.8137199434229,4485193,3090,"12 Khammouan-Rapid Diagnostic Test (RDT)"
"2019-02","13 Savannakhet","Artesunate 60 mg",8.33062258687259,25.8713803088803,4838792,0,"13 Savannakhet-Artesunate 60 mg"
"2019-02","13 Savannakhet","Coartem [6x1 tablets]",7.75860795454545,26.6498579545455,13348995,0,"13 Savannakhet-Coartem [6x1 tablets]"
"2019-02","13 Savannakhet","Coartem [6x2 tablets]",7.75860795454545,26.6498579545455,13348995,0,"13 Savannakhet-Coartem [6x2 tablets]"
"2019-02","13 Savannakhet","Coartem [6x3 tablets]",7.75860795454545,26.6498579545455,13348995,0,"13 Savannakhet-Coartem [6x3 tablets]"
"2019-02","13 Savannakhet","Coartem [6x4 tablets]",7.75860795454545,26.6498579545455,13348995,0,"13 Savannakhet-Coartem [6x4 tablets]"
"2019-02","13 Savannakhet","G6PD (RDT)",8.06523214285714,26.2602232142857,5356787,0,"13 Savannakhet-G6PD (RDT)"
"2019-02","13 Savannakhet","ORS (transfer to HC)",8.71964285714286,25.7573089700997,2170030,0,"13 Savannakhet-ORS (transfer to HC)"
"2019-02","13 Savannakhet","Paracetamol (transfer to HC)",8.71964285714286,25.7573089700997,2170030,0,"13 Savannakhet-Paracetamol (transfer to HC)"
"2019-02","13 Savannakhet","Primaquine 7.5 mg",7.75860795454545,26.6498579545455,13348995,0,"13 Savannakhet-Primaquine 7.5 mg"
"2019-02","13 Savannakhet","Rapid Diagnostic Test (RDT)",7.75860795454545,26.6498579545455,13348995,2070,"13 Savannakhet-Rapid Diagnostic Test (RDT)"
"2019-02","14 Salavan","Artesunate 60 mg",6.73237142857143,25.2284285714286,2443892,120,"14 Salavan-Artesunate 60 mg"
"2019-02","14 Salavan","Coartem [6x1 tablets]",6.12210758377425,25.9447530864198,4781185,801,"14 Salavan-Coartem [6x1 tablets]"
"2019-02","14 Salavan","Coartem [6x2 tablets]",6.12210758377425,25.9447530864198,4781185,709,"14 Salavan-Coartem [6x2 tablets]"
"2019-02","14 Salavan","Coartem [6x3 tablets]",6.12210758377425,25.9447530864198,4781185,356,"14 Salavan-Coartem [6x3 tablets]"
"2019-02","14 Salavan","Coartem [6x4 tablets]",6.12210758377425,25.9447530864198,4781185,592,"14 Salavan-Coartem [6x4 tablets]"
"2019-02","14 Salavan","G6PD (RDT)",6.4024681122449,25.7398596938776,2382991,0,"14 Salavan-G6PD (RDT)"
"2019-02","14 Salavan","ORS (transfer to HC)",6.12210758377425,25.9447530864198,4781185,4120,"14 Salavan-ORS (transfer to HC)"
"2019-02","14 Salavan","Paracetamol (transfer to HC)",6.12210758377425,25.9447530864198,4781185,2480,"14 Salavan-Paracetamol (transfer to HC)"
"2019-02","14 Salavan","Primaquine 7.5 mg",6.12210758377425,25.9447530864198,4781185,2240,"14 Salavan-Primaquine 7.5 mg"
"2019-02","14 Salavan","Rapid Diagnostic Test (RDT)",6.12210758377425,25.9447530864198,4781185,9820,"14 Salavan-Rapid Diagnostic Test (RDT)"
"2019-02","15 Xekong","Coartem [6x1 tablets]",4.0977380952381,24.6595238095238,807776,96,"15 Xekong-Coartem [6x1 tablets]"
"2019-02","15 Xekong","Coartem [6x2 tablets]",4.0977380952381,24.6595238095238,807776,40,"15 Xekong-Coartem [6x2 tablets]"
"2019-02","15 Xekong","Coartem [6x3 tablets]",4.0977380952381,24.6595238095238,807776,96,"15 Xekong-Coartem [6x3 tablets]"
"2019-02","15 Xekong","Coartem [6x4 tablets]",4.0977380952381,24.6595238095238,807776,760,"15 Xekong-Coartem [6x4 tablets]"
"2019-02","15 Xekong","G6PD (RDT)",4.0977380952381,24.6595238095238,807776,0,"15 Xekong-G6PD (RDT)"
"2019-02","15 Xekong","ORS (transfer to HC)",4.0977380952381,24.6595238095238,807776,4720,"15 Xekong-ORS (transfer to HC)"
"2019-02","15 Xekong","Paracetamol (transfer to HC)",4.0977380952381,24.6595238095238,807776,4720,"15 Xekong-Paracetamol (transfer to HC)"
"2019-02","15 Xekong","Primaquine 7.5 mg",4.0977380952381,24.6595238095238,807776,4480,"15 Xekong-Primaquine 7.5 mg"
"2019-02","15 Xekong","Rapid Diagnostic Test (RDT)",4.0977380952381,24.6595238095238,807776,9576,"15 Xekong-Rapid Diagnostic Test (RDT)"
"2019-02","16 Champasak","Artesunate 60 mg",2.96313186813187,27.289010989011,4020388,0,"16 Champasak-Artesunate 60 mg"
"2019-02","16 Champasak","Coartem [6x1 tablets]",2.70467806841046,27.3928068410463,5322400,440,"16 Champasak-Coartem [6x1 tablets]"
"2019-02","16 Champasak","Coartem [6x2 tablets]",2.70467806841046,27.3928068410463,5322400,400,"16 Champasak-Coartem [6x2 tablets]"
"2019-02","16 Champasak","Coartem [6x3 tablets]",2.70467806841046,27.3928068410463,5322400,158,"16 Champasak-Coartem [6x3 tablets]"
"2019-02","16 Champasak","Coartem [6x4 tablets]",2.58217490842491,27.3732600732601,5786164,602,"16 Champasak-Coartem [6x4 tablets]"
"2019-02","16 Champasak","G6PD (RDT)",2.60242760617761,27.3880308880309,5465092,0,"16 Champasak-G6PD (RDT)"
"2019-02","16 Champasak","ORS (transfer to HC)",2.58217490842491,27.3732600732601,5786164,8280,"16 Champasak-ORS (transfer to HC)"
"2019-02","16 Champasak","Paracetamol (transfer to HC)",2.58217490842491,27.3732600732601,5786164,4200,"16 Champasak-Paracetamol (transfer to HC)"
"2019-02","16 Champasak","Primaquine 15 mg",0.45,29.3857142857143,1591344,0,"16 Champasak-Primaquine 15 mg"
"2019-02","16 Champasak","Primaquine 7.5 mg",2.58217490842491,27.3732600732601,5786164,12840,"16 Champasak-Primaquine 7.5 mg"
"2019-02","16 Champasak","Rapid Diagnostic Test (RDT)",2.58217490842491,27.3732600732601,5786164,18224,"16 Champasak-Rapid Diagnostic Test (RDT)"
"2019-02","17 Attapu","Artesunate 60 mg",2.23793956043956,26.1453296703297,732846,0,"17 Attapu-Artesunate 60 mg"
"2019-02","17 Attapu","Coartem [6x1 tablets]",2.04520089285714,26.5024553571429,974652,304,"17 Attapu-Coartem [6x1 tablets]"
"2019-02","17 Attapu","Coartem [6x2 tablets]",2.04520089285714,26.5024553571429,974652,132,"17 Attapu-Coartem [6x2 tablets]"
"2019-02","17 Attapu","Coartem [6x3 tablets]",2.04520089285714,26.5024553571429,974652,100,"17 Attapu-Coartem [6x3 tablets]"
"2019-02","17 Attapu","Coartem [6x4 tablets]",2.04520089285714,26.5024553571429,974652,1922,"17 Attapu-Coartem [6x4 tablets]"
"2019-02","17 Attapu","G6PD (RDT)",2.23793956043956,26.1453296703297,732846,0,"17 Attapu-G6PD (RDT)"
"2019-02","17 Attapu","ORS (transfer to HC)",2.04520089285714,26.5024553571429,974652,6490,"17 Attapu-ORS (transfer to HC)"
"2019-02","17 Attapu","Paracetamol (transfer to HC)",2.04520089285714,26.5024553571429,974652,10860,"17 Attapu-Paracetamol (transfer to HC)"
"2019-02","17 Attapu","Primaquine 7.5 mg",2.04520089285714,26.5024553571429,974652,1960,"17 Attapu-Primaquine 7.5 mg"
"2019-02","17 Attapu","Rapid Diagnostic Test (RDT)",2.04520089285714,26.5024553571429,974652,23864,"17 Attapu-Rapid Diagnostic Test (RDT)"
"2019-02","18 Xaisomboun","Artesunate 60 mg",8.00390306122449,20.9737244897959,282527,0,"18 Xaisomboun-Artesunate 60 mg"
"2019-02","18 Xaisomboun","Coartem [6x1 tablets]",8.45316770186335,21.026397515528,495863,0,"18 Xaisomboun-Coartem [6x1 tablets]"
"2019-02","18 Xaisomboun","Coartem [6x2 tablets]",8.45316770186335,21.026397515528,495863,0,"18 Xaisomboun-Coartem [6x2 tablets]"
"2019-02","18 Xaisomboun","Coartem [6x3 tablets]",8.51693277310924,21.1378151260504,322151,0,"18 Xaisomboun-Coartem [6x3 tablets]"
"2019-02","18 Xaisomboun","Coartem [6x4 tablets]",8.45316770186335,21.026397515528,495863,0,"18 Xaisomboun-Coartem [6x4 tablets]"
"2019-02","18 Xaisomboun","G6PD (RDT)",8.51693277310924,21.1378151260504,322151,0,"18 Xaisomboun-G6PD (RDT)"
"2019-02","18 Xaisomboun","ORS (transfer to HC)",8.08448214285714,20.8948214285714,456239,0,"18 Xaisomboun-ORS (transfer to HC)"
"2019-02","18 Xaisomboun","Paracetamol (transfer to HC)",8.08448214285714,20.8948214285714,456239,0,"18 Xaisomboun-Paracetamol (transfer to HC)"
"2019-02","18 Xaisomboun","Primaquine 7.5 mg",8.45316770186335,21.026397515528,495863,0,"18 Xaisomboun-Primaquine 7.5 mg"
"2019-02","18 Xaisomboun","Rapid Diagnostic Test (RDT)",8.45316770186335,21.026397515528,495863,218,"18 Xaisomboun-Rapid Diagnostic Test (RDT)"
"2019-03","01 Vientiane Capital","Artesunate 60 mg",9.64302150537634,28.0609677419355,3806292,0,"01 Vientiane Capital-Artesunate 60 mg"
"2019-03","01 Vientiane Capital","Coartem [6x1 tablets]",9.64302150537634,28.0609677419355,3806292,10,"01 Vientiane Capital-Coartem [6x1 tablets]"
"2019-03","01 Vientiane Capital","Coartem [6x2 tablets]",9.64302150537634,28.0609677419355,3806292,10,"01 Vientiane Capital-Coartem [6x2 tablets]"
"2019-03","01 Vientiane Capital","Coartem [6x3 tablets]",9.64302150537634,28.0609677419355,3806292,10,"01 Vientiane Capital-Coartem [6x3 tablets]"
"2019-03","01 Vientiane Capital","Coartem [6x4 tablets]",9.64302150537634,28.0609677419355,3806292,10,"01 Vientiane Capital-Coartem [6x4 tablets]"
"2019-03","01 Vientiane Capital","G6PD (RDT)",9.38740143369176,27.8349462365591,1065792,0,"01 Vientiane Capital-G6PD (RDT)"
"2019-03","01 Vientiane Capital","Primaquine 7.5 mg",9.64302150537634,28.0609677419355,3806292,0,"01 Vientiane Capital-Primaquine 7.5 mg"
"2019-03","01 Vientiane Capital","Rapid Diagnostic Test (RDT)",9.64302150537634,28.0609677419355,3806292,350,"01 Vientiane Capital-Rapid Diagnostic Test (RDT)"
"2019-03","02 Phongsali","Artesunate 60 mg",4.75564976958525,22.2442396313364,989103,35,"02 Phongsali-Artesunate 60 mg"
"2019-03","02 Phongsali","Coartem [6x1 tablets]",4.60908716540837,22.0624571036376,1279711,14,"02 Phongsali-Coartem [6x1 tablets]"
"2019-03","02 Phongsali","Coartem [6x2 tablets]",4.77223542727787,22.1154499151104,1566471,14,"02 Phongsali-Coartem [6x2 tablets]"
"2019-03","02 Phongsali","Coartem [6x3 tablets]",4.84548387096774,21.9603565365025,1030186,14,"02 Phongsali-Coartem [6x3 tablets]"
"2019-03","02 Phongsali","Coartem [6x4 tablets]",4.77223542727787,22.1154499151104,1566471,14,"02 Phongsali-Coartem [6x4 tablets]"
"2019-03","02 Phongsali","G6PD (RDT)",4.89629677419355,22.1594838709677,697443,168,"02 Phongsali-G6PD (RDT)"
"2019-03","02 Phongsali","ORS (transfer to HC)",4.96884792626728,22.8170506912442,371944,0,"02 Phongsali-ORS (transfer to HC)"
"2019-03","02 Phongsali","Paracetamol (transfer to HC)",4.96884792626728,22.8170506912442,371944,0,"02 Phongsali-Paracetamol (transfer to HC)"
"2019-03","02 Phongsali","Primaquine 7.5 mg",4.67483870967742,22.1345836459115,1181247,56,"02 Phongsali-Primaquine 7.5 mg"
"2019-03","02 Phongsali","Rapid Diagnostic Test (RDT)",4.77223542727787,22.1154499151104,1566471,210,"02 Phongsali-Rapid Diagnostic Test (RDT)"
"2019-03","03 Louangnamtha","Artesunate 60 mg",3.07838709677419,23.6129032258065,268530,0,"03 Louangnamtha-Artesunate 60 mg"
"2019-03","03 Louangnamtha","Coartem [6x1 tablets]",3.40805734767025,23.6713261648746,1676513,0,"03 Louangnamtha-Coartem [6x1 tablets]"
"2019-03","03 Louangnamtha","Coartem [6x2 tablets]",3.40805734767025,23.6713261648746,1676513,0,"03 Louangnamtha-Coartem [6x2 tablets]"
"2019-03","03 Louangnamtha","Coartem [6x3 tablets]",3.20245730550285,23.5712523719165,1393230,0,"03 Louangnamtha-Coartem [6x3 tablets]"
"2019-03","03 Louangnamtha","Coartem [6x4 tablets]",3.40805734767025,23.6713261648746,1676513,144,"03 Louangnamtha-Coartem [6x4 tablets]"
"2019-03","03 Louangnamtha","G6PD (RDT)",3.06552182163188,23.6358633776091,705351,0,"03 Louangnamtha-G6PD (RDT)"
"2019-03","03 Louangnamtha","Primaquine 7.5 mg",3.40805734767025,23.6713261648746,1676513,90,"03 Louangnamtha-Primaquine 7.5 mg"
"2019-03","03 Louangnamtha","Rapid Diagnostic Test (RDT)",3.40805734767025,23.6713261648746,1676513,4529,"03 Louangnamtha-Rapid Diagnostic Test (RDT)"
"2019-03","04 Oudomxai","Artesunate 60 mg",4.7226523297491,23.9967741935484,1193704,0,"04 Oudomxai-Artesunate 60 mg"
"2019-03","04 Oudomxai","Coartem [6x1 tablets]",4.89834101382488,23.8950625411455,2563697,0,"04 Oudomxai-Coartem [6x1 tablets]"
