"time_period","store","org_unit","product","rainfall","mean_temperature","population","disease_cases","location"
"2021-02","1603bualoy","1603 Bachiangchaleunsouk","AD syringe (0.5ml)",8.99214285714286,23.0714285714286,64608,89,"1603bualoy-1603 Bachiangchaleunsouk-AD syringe (0.5ml)"
"2021-02","1603bualoy","1603 Bachiangchaleunsouk","BCG diluent",8.99214285714286,23.0714285714286,64608,20,"1603bualoy-1603 Bachiangchaleunsouk-BCG diluent"
"2021-02","1603bualoy","1603 Bachiangchaleunsouk","BCG syringe ( 0.05ml)",8.99214285714286,23.0714285714286,64608,7,"1603bualoy-1603 Bachiangchaleunsouk-BCG syringe ( 0.05ml)"
"2021-02","1603bualoy","1603 Bachiangchaleunsouk","BCG vaccine",8.99214285714286,23.0714285714286,64608,20,"1603bualoy-1603 Bachiangchaleunsouk-BCG vaccine"
"2021-02","1603bualoy","1603 Bachiangchaleunsouk","DTP-Hep B- Hib (Penta) vaccine",8.99214285714286,23.0714285714286,64608,34,"1603bualoy-1603 Bachiangchaleunsouk-DTP-Hep B- Hib (Penta) vaccine"
"2021-02","1603bualoy","1603 Bachiangchaleunsouk","HPV vaccine",8.99214285714286,23.0714285714286,64608,0,"1603bualoy-1603 Bachiangchaleunsouk-HPV vaccine"
"2021-02","1603bualoy","1603 Bachiangchaleunsouk","Hep B vaccine",8.99214285714286,23.0714285714286,64608,4,"1603bualoy-1603 Bachiangchaleunsouk-Hep B vaccine"
"2021-02","1603bualoy","1603 Bachiangchaleunsouk","IPV vaccine",8.99214285714286,23.0714285714286,64608,14,"1603bualoy-1603 Bachiangchaleunsouk-IPV vaccine"
"2021-02","1603bualoy","1603 Bachiangchaleunsouk","JE dilluent",8.99214285714286,23.0714285714286,64608,5,"1603bualoy-1603 Bachiangchaleunsouk-JE dilluent"
"2021-02","1603bualoy","1603 Bachiangchaleunsouk","JE vaccine",8.99214285714286,23.0714285714286,64608,5,"1603bualoy-1603 Bachiangchaleunsouk-JE vaccine"
"2021-02","1603bualoy","1603 Bachiangchaleunsouk","MR dilluent",8.99214285714286,23.0714285714286,64608,12,"1603bualoy-1603 Bachiangchaleunsouk-MR dilluent"
"2021-02","1603bualoy","1603 Bachiangchaleunsouk","MR vaccine",8.99214285714286,23.0714285714286,64608,12,"1603bualoy-1603 Bachiangchaleunsouk-MR vaccine"
"2021-02","1603bualoy","1603 Bachiangchaleunsouk","OPV vaccine",8.99214285714286,23.0714285714286,64608,34,"1603bualoy-1603 Bachiangchaleunsouk-OPV vaccine"
"2021-02","1603bualoy","1603 Bachiangchaleunsouk","PCV13 vaccine",8.99214285714286,23.0714285714286,64608,36,"1603bualoy-1603 Bachiangchaleunsouk-PCV13 vaccine"
"2021-02","1603bualoy","1603 Bachiangchaleunsouk","Reconsitute syringe BCG (2 ml)",8.99214285714286,23.0714285714286,64608,5,"1603bualoy-1603 Bachiangchaleunsouk-Reconsitute syringe BCG (2 ml)"
"2021-02","1603bualoy","1603 Bachiangchaleunsouk","Reconsitute syringe MR (5ml)",8.99214285714286,23.0714285714286,64608,5,"1603bualoy-1603 Bachiangchaleunsouk-Reconsitute syringe MR (5ml)"
"2021-02","1603bualoy","1603 Bachiangchaleunsouk","Safety Box",8.99214285714286,23.0714285714286,64608,2,"1603bualoy-1603 Bachiangchaleunsouk-Safety Box"
"2021-02","1603bualoy","1603 Bachiangchaleunsouk","Td vaccine",8.99214285714286,23.0714285714286,64608,20,"1603bualoy-1603 Bachiangchaleunsouk-Td vaccine"
"2021-02","0702phetxua","0702 Xiangkhoh","AD syringe (0.5ml)",13.4128571428571,17.4535714285714,27291,120,"0702phetxua-0702 Xiangkhoh-AD syringe (0.5ml)"
"2021-02","0702phetxua","0702 Xiangkhoh","BCG diluent",13.4128571428571,17.4535714285714,27291,40,"0702phetxua-0702 Xiangkhoh-BCG diluent"
"2021-02","0702phetxua","0702 Xiangkhoh","BCG syringe ( 0.05ml)",13.4128571428571,17.4535714285714,27291,3,"0702phetxua-0702 Xiangkhoh-BCG syringe ( 0.05ml)"
"2021-02","0702phetxua","0702 Xiangkhoh","BCG vaccine",13.4128571428571,17.4535714285714,27291,40,"0702phetxua-0702 Xiangkhoh-BCG vaccine"
"2021-02","0702phetxua","0702 Xiangkhoh","DTP-Hep B- Hib (Penta) vaccine",13.4128571428571,17.4535714285714,27291,20,"0702phetxua-0702 Xiangkhoh-DTP-Hep B- Hib (Penta) vaccine"
"2021-02","0702phetxua","0702 Xiangkhoh","Hep B vaccine",13.4128571428571,17.4535714285714,27291,0,"0702phetxua-0702 Xiangkhoh-Hep B vaccine"
"2021-02","0702phetxua","0702 Xiangkhoh","IPV vaccine",13.4128571428571,17.4535714285714,27291,5,"0702phetxua-0702 Xiangkhoh-IPV vaccine"
"2021-02","0702phetxua","0702 Xiangkhoh","JE dilluent",13.4128571428571,17.4535714285714,27291,10,"0702phetxua-0702 Xiangkhoh-JE dilluent"
"2021-02","0702phetxua","0702 Xiangkhoh","MR dilluent",13.4128571428571,17.4535714285714,27291,20,"0702phetxua-0702 Xiangkhoh-MR dilluent"
"2021-02","0702phetxua","0702 Xiangkhoh","MR vaccine",13.4128571428571,17.4535714285714,27291,20,"0702phetxua-0702 Xiangkhoh-MR vaccine"
"2021-02","0702phetxua","0702 Xiangkhoh","PCV13 vaccine",13.4128571428571,17.4535714285714,27291,20,"0702phetxua-0702 Xiangkhoh-PCV13 vaccine"
"2021-02","0702phetxua","0702 Xiangkhoh","Safety Box",13.4128571428571,17.4535714285714,27291,0,"0702phetxua-0702 Xiangkhoh-Safety Box"
"2021-02","0707vongphan","0707 Sopbao","PCV13 vaccine",8.89,17.4785714285714,27189,12,"0707vongphan-0707 Sopbao-PCV13 vaccine"
"2021-02","1207bunlong","1207 Nakay","AD syringe (0.5ml)",11.945,18.575,29522,66,"1207bunlong-1207 Nakay-AD syringe (0.5ml)"
"2021-02","1207bunlong","1207 Nakay","BCG syringe ( 0.05ml)",11.945,18.575,29522,2,"1207bunlong-1207 Nakay-BCG syringe ( 0.05ml)"
"2021-02","1207bunlong","1207 Nakay","DTP-Hep B- Hib (Penta) vaccine",11.945,18.575,29522,20,"1207bunlong-1207 Nakay-DTP-Hep B- Hib (Penta) vaccine"
"2021-02","1207bunlong","1207 Nakay","Hep B vaccine",11.945,18.575,29522,2,"1207bunlong-1207 Nakay-Hep B vaccine"
"2021-02","1207bunlong","1207 Nakay","IPV vaccine",11.945,18.575,29522,6,"1207bunlong-1207 Nakay-IPV vaccine"
"2021-02","1207bunlong","1207 Nakay","MR dilluent",11.945,18.575,29522,10,"1207bunlong-1207 Nakay-MR dilluent"
"2021-02","1207bunlong","1207 Nakay","MR vaccine",11.945,18.575,29522,10,"1207bunlong-1207 Nakay-MR vaccine"
"2021-02","1207bunlong","1207 Nakay","PCV13 vaccine",11.945,18.575,29522,17,"1207bunlong-1207 Nakay-PCV13 vaccine"
"2021-02","1207bunlong","1207 Nakay","Reconsitute syringe BCG (2 ml)",11.945,18.575,29522,1,"1207bunlong-1207 Nakay-Reconsitute syringe BCG (2 ml)"
"2021-02","1201somta","1201 Thakhek","AD syringe (0.5ml)",7.38964285714286,22.9,98752,51,"1201somta-1201 Thakhek-AD syringe (0.5ml)"
"2021-02","1201somta","1201 Thakhek","BCG diluent",7.38964285714286,22.9,98752,0,"1201somta-1201 Thakhek-BCG diluent"
"2021-02","1201somta","1201 Thakhek","BCG vaccine",7.38964285714286,22.9,98752,0,"1201somta-1201 Thakhek-BCG vaccine"
"2021-02","1201somta","1201 Thakhek","DTP-Hep B- Hib (Penta) vaccine",7.38964285714286,22.9,98752,11,"1201somta-1201 Thakhek-DTP-Hep B- Hib (Penta) vaccine"
"2021-02","1201somta","1201 Thakhek","Hep B vaccine",7.38964285714286,22.9,98752,1,"1201somta-1201 Thakhek-Hep B vaccine"
"2021-02","1201somta","1201 Thakhek","IPV vaccine",7.38964285714286,22.9,98752,7,"1201somta-1201 Thakhek-IPV vaccine"
"2021-02","1201somta","1201 Thakhek","MR dilluent",7.38964285714286,22.9,98752,10,"1201somta-1201 Thakhek-MR dilluent"
"2021-02","1201somta","1201 Thakhek","MR vaccine",7.38964285714286,22.9,98752,10,"1201somta-1201 Thakhek-MR vaccine"
"2021-02","1201somta","1201 Thakhek","PCV13 vaccine",7.38964285714286,22.9,98752,12,"1201somta-1201 Thakhek-PCV13 vaccine"
"2021-02","0704nitdavanh","0105 Naxaythong","BCG diluent",5.59178571428571,24.2821428571429,90355,0,"0704nitdavanh-0105 Naxaythong-BCG diluent"
"2021-02","0704nitdavanh","0105 Naxaythong","BCG vaccine",5.59178571428571,24.2821428571429,90355,0,"0704nitdavanh-0105 Naxaythong-BCG vaccine"
"2021-02","0704nitdavanh","0105 Naxaythong","DTP-Hep B- Hib (Penta) vaccine",5.59178571428571,24.2821428571429,90355,6,"0704nitdavanh-0105 Naxaythong-DTP-Hep B- Hib (Penta) vaccine"
"2021-02","0704nitdavanh","0105 Naxaythong","Hep B vaccine",5.59178571428571,24.2821428571429,90355,4,"0704nitdavanh-0105 Naxaythong-Hep B vaccine"
"2021-02","0704nitdavanh","0105 Naxaythong","IPV vaccine",5.59178571428571,24.2821428571429,90355,0,"0704nitdavanh-0105 Naxaythong-IPV vaccine"
"2021-02","0704nitdavanh","0105 Naxaythong","OPV vaccine",5.59178571428571,24.2821428571429,90355,10,"0704nitdavanh-0105 Naxaythong-OPV vaccine"
"2021-02","0707dik","0707 Sopbao","AD syringe (0.5ml)",8.89,17.4785714285714,27189,103,"0707dik-0707 Sopbao-AD syringe (0.5ml)"
"2021-02","0707dik","0707 Sopbao","BCG diluent",8.89,17.4785714285714,27189,0,"0707dik-0707 Sopbao-BCG diluent"
"2021-02","0707dik","0707 Sopbao","BCG vaccine",8.89,17.4785714285714,27189,0,"0707dik-0707 Sopbao-BCG vaccine"
"2021-02","0707dik","0707 Sopbao","DTP-Hep B- Hib (Penta) vaccine",8.89,17.4785714285714,27189,20,"0707dik-0707 Sopbao-DTP-Hep B- Hib (Penta) vaccine"
"2021-02","0707dik","0707 Sopbao","Hep B vaccine",8.89,17.4785714285714,27189,3,"0707dik-0707 Sopbao-Hep B vaccine"
"2021-02","0707dik","0707 Sopbao","MR dilluent",8.89,17.4785714285714,27189,0,"0707dik-0707 Sopbao-MR dilluent"
"2021-02","0707dik","0707 Sopbao","MR vaccine",8.89,17.4785714285714,27189,10,"0707dik-0707 Sopbao-MR vaccine"
"2021-02","0707dik","0707 Sopbao","PCV13 vaccine",8.89,17.4785714285714,27189,20,"0707dik-0707 Sopbao-PCV13 vaccine"
"2021-02","0707dik","0707 Sopbao","Reconsitute syringe MR (5ml)",8.89,17.4785714285714,27189,1,"0707dik-0707 Sopbao-Reconsitute syringe MR (5ml)"
"2021-02","hc_manysone","0607 Pakxeng","AD syringe (0.5ml)",8.56,19.075,23307,88,"hc_manysone-0607 Pakxeng-AD syringe (0.5ml)"
"2021-02","hc_manysone","0607 Pakxeng","BCG diluent",8.56,19.075,23307,2,"hc_manysone-0607 Pakxeng-BCG diluent"
"2021-02","hc_manysone","0607 Pakxeng","BCG syringe ( 0.05ml)",8.56,19.075,23307,10,"hc_manysone-0607 Pakxeng-BCG syringe ( 0.05ml)"
"2021-02","hc_manysone","0607 Pakxeng","BCG vaccine",8.56,19.075,23307,2,"hc_manysone-0607 Pakxeng-BCG vaccine"
"2021-02","hc_manysone","0607 Pakxeng","DTP-Hep B- Hib (Penta) vaccine",8.56,19.075,23307,12,"hc_manysone-0607 Pakxeng-DTP-Hep B- Hib (Penta) vaccine"
"2021-02","hc_manysone","0607 Pakxeng","HPV vaccine",8.56,19.075,23307,0,"hc_manysone-0607 Pakxeng-HPV vaccine"
"2021-02","hc_manysone","0607 Pakxeng","Hep B vaccine",8.56,19.075,23307,6,"hc_manysone-0607 Pakxeng-Hep B vaccine"
"2021-02","hc_manysone","0607 Pakxeng","IPV vaccine",8.56,19.075,23307,1,"hc_manysone-0607 Pakxeng-IPV vaccine"
"2021-02","hc_manysone","0607 Pakxeng","JE dilluent",8.56,19.075,23307,1,"hc_manysone-0607 Pakxeng-JE dilluent"
"2021-02","hc_manysone","0607 Pakxeng","JE vaccine",8.56,19.075,23307,2,"hc_manysone-0607 Pakxeng-JE vaccine"
"2021-02","hc_manysone","0607 Pakxeng","MR dilluent",8.56,19.075,23307,3,"hc_manysone-0607 Pakxeng-MR dilluent"
"2021-02","hc_manysone","0607 Pakxeng","MR vaccine",8.56,19.075,23307,3,"hc_manysone-0607 Pakxeng-MR vaccine"
"2021-02","hc_manysone","0607 Pakxeng","OPV vaccine",8.56,19.075,23307,3,"hc_manysone-0607 Pakxeng-OPV vaccine"
"2021-02","hc_manysone","0607 Pakxeng","PCV13 vaccine",8.56,19.075,23307,12,"hc_manysone-0607 Pakxeng-PCV13 vaccine"
"2021-02","hc_manysone","0607 Pakxeng","Reconsitute syringe BCG (2 ml)",8.56,19.075,23307,10,"hc_manysone-0607 Pakxeng-Reconsitute syringe BCG (2 ml)"
"2021-02","hc_manysone","0607 Pakxeng","Reconsitute syringe MR (5ml)",8.56,19.075,23307,5,"hc_manysone-0607 Pakxeng-Reconsitute syringe MR (5ml)"
"2021-02","hc_manysone","0607 Pakxeng","Safety Box",8.56,19.075,23307,1,"hc_manysone-0607 Pakxeng-Safety Box"
"2021-02","hc_manysone","0607 Pakxeng","Td vaccine",8.56,19.075,23307,2,"hc_manysone-0607 Pakxeng-Td vaccine"
"2021-02","0701larmany","0701 Xamnua","BCG diluent",8.865,16.4321428571429,62155,0,"0701larmany-0701 Xamnua-BCG diluent"
"2021-02","0701larmany","0701 Xamnua","BCG vaccine",8.865,16.4321428571429,62155,0,"0701larmany-0701 Xamnua-BCG vaccine"
"2021-02","0701larmany","0701 Xamnua","DTP-Hep B- Hib (Penta) vaccine",8.865,16.4321428571429,62155,10,"0701larmany-0701 Xamnua-DTP-Hep B- Hib (Penta) vaccine"
"2021-02","0701larmany","0701 Xamnua","Hep B vaccine",8.865,16.4321428571429,62155,3,"0701larmany-0701 Xamnua-Hep B vaccine"
"2021-02","0701larmany","0701 Xamnua","IPV vaccine",8.865,16.4321428571429,62155,0,"0701larmany-0701 Xamnua-IPV vaccine"
"2021-02","0701larmany","0701 Xamnua","MR dilluent",8.865,16.4321428571429,62155,0,"0701larmany-0701 Xamnua-MR dilluent"
"2021-02","0701larmany","0701 Xamnua","MR vaccine",8.865,16.4321428571429,62155,0,"0701larmany-0701 Xamnua-MR vaccine"
"2021-02","0701larmany","0701 Xamnua","PCV13 vaccine",8.865,16.4321428571429,62155,2,"0701larmany-0701 Xamnua-PCV13 vaccine"
"2021-02","thap_la","0608 Phonxai","BCG syringe ( 0.05ml)",6.96714285714286,18.6178571428571,36032,6,"thap_la-0608 Phonxai-BCG syringe ( 0.05ml)"
"2021-02","thap_la","0608 Phonxai","DTP-Hep B- Hib (Penta) vaccine",6.96714285714286,18.6178571428571,36032,12,"thap_la-0608 Phonxai-DTP-Hep B- Hib (Penta) vaccine"
"2021-02","thap_la","0608 Phonxai","Hep B vaccine",6.96714285714286,18.6178571428571,36032,4,"thap_la-0608 Phonxai-Hep B vaccine"
"2021-02","thap_la","0608 Phonxai","IPV vaccine",6.96714285714286,18.6178571428571,36032,3,"thap_la-0608 Phonxai-IPV vaccine"
"2021-02","thap_la","0608 Phonxai","MR dilluent",6.96714285714286,18.6178571428571,36032,5,"thap_la-0608 Phonxai-MR dilluent"
"2021-02","thap_la","0608 Phonxai","MR vaccine",6.96714285714286,18.6178571428571,36032,5,"thap_la-0608 Phonxai-MR vaccine"
"2021-02","thap_la","0608 Phonxai","PCV13 vaccine",6.96714285714286,18.6178571428571,36032,11,"thap_la-0608 Phonxai-PCV13 vaccine"
"2021-02","thap_la","0608 Phonxai","Reconsitute syringe MR (5ml)",6.96714285714286,18.6178571428571,36032,8,"thap_la-0608 Phonxai-Reconsitute syringe MR (5ml)"
"2021-02","thap_la","0608 Phonxai","Safety Box",6.96714285714286,18.6178571428571,36032,1,"thap_la-0608 Phonxai-Safety Box"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","AD syringe (0.5ml)",10.6512903225806,27.8064516129032,138807,200,"kay_alisa-1301 Kaysone Phomvihane-AD syringe (0.5ml)"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","BCG diluent",10.6512903225806,27.8064516129032,138807,360,"kay_alisa-1301 Kaysone Phomvihane-BCG diluent"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","BCG syringe ( 0.05ml)",10.6512903225806,27.8064516129032,138807,50,"kay_alisa-1301 Kaysone Phomvihane-BCG syringe ( 0.05ml)"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","BCG vaccine",10.6512903225806,27.8064516129032,138807,360,"kay_alisa-1301 Kaysone Phomvihane-BCG vaccine"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","DTP-Hep B- Hib (Penta) vaccine",10.6512903225806,27.8064516129032,138807,340,"kay_alisa-1301 Kaysone Phomvihane-DTP-Hep B- Hib (Penta) vaccine"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","Flue vaccine",10.6512903225806,27.8064516129032,138807,0,"kay_alisa-1301 Kaysone Phomvihane-Flue vaccine"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","HPV vaccine",10.6512903225806,27.8064516129032,138807,0,"kay_alisa-1301 Kaysone Phomvihane-HPV vaccine"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","Hep B vaccine",10.6512903225806,27.8064516129032,138807,50,"kay_alisa-1301 Kaysone Phomvihane-Hep B vaccine"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","IPV vaccine",10.6512903225806,27.8064516129032,138807,260,"kay_alisa-1301 Kaysone Phomvihane-IPV vaccine"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","JE dilluent",10.6512903225806,27.8064516129032,138807,195,"kay_alisa-1301 Kaysone Phomvihane-JE dilluent"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","JE vaccine",10.6512903225806,27.8064516129032,138807,195,"kay_alisa-1301 Kaysone Phomvihane-JE vaccine"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","MR dilluent",10.6512903225806,27.8064516129032,138807,50,"kay_alisa-1301 Kaysone Phomvihane-MR dilluent"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","MR vaccine",10.6512903225806,27.8064516129032,138807,50,"kay_alisa-1301 Kaysone Phomvihane-MR vaccine"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","OPV vaccine",10.6512903225806,27.8064516129032,138807,760,"kay_alisa-1301 Kaysone Phomvihane-OPV vaccine"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","PCV13 vaccine",10.6512903225806,27.8064516129032,138807,352,"kay_alisa-1301 Kaysone Phomvihane-PCV13 vaccine"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","Reconsitute syringe BCG (2 ml)",10.6512903225806,27.8064516129032,138807,20,"kay_alisa-1301 Kaysone Phomvihane-Reconsitute syringe BCG (2 ml)"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","Reconsitute syringe MR (5ml)",10.6512903225806,27.8064516129032,138807,50,"kay_alisa-1301 Kaysone Phomvihane-Reconsitute syringe MR (5ml)"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","Rota vaccine",10.6512903225806,27.8064516129032,138807,0,"kay_alisa-1301 Kaysone Phomvihane-Rota vaccine"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","Safety Box",10.6512903225806,27.8064516129032,138807,5,"kay_alisa-1301 Kaysone Phomvihane-Safety Box"
"2021-03","kay_alisa","1301 Kaysone Phomvihane","Td vaccine",10.6512903225806,27.8064516129032,138807,220,"kay_alisa-1301 Kaysone Phomvihane-Td vaccine"
"2021-03","0701phonethip","0701 Xamnua","BCG diluent",14.8525806451613,20.2161290322581,62155,3,"0701phonethip-0701 Xamnua-BCG diluent"
"2021-03","0701phonethip","0701 Xamnua","BCG vaccine",14.8525806451613,20.2161290322581,62155,0,"0701phonethip-0701 Xamnua-BCG vaccine"
"2021-03","0701phonethip","0701 Xamnua","DTP-Hep B- Hib (Penta) vaccine",14.8525806451613,20.2161290322581,62155,14,"0701phonethip-0701 Xamnua-DTP-Hep B- Hib (Penta) vaccine"
"2021-03","0701phonethip","0701 Xamnua","Hep B vaccine",14.8525806451613,20.2161290322581,62155,0,"0701phonethip-0701 Xamnua-Hep B vaccine"
"2021-03","0701phonethip","0701 Xamnua","IPV vaccine",14.8525806451613,20.2161290322581,62155,0,"0701phonethip-0701 Xamnua-IPV vaccine"
"2021-03","0701phonethip","0701 Xamnua","JE dilluent",14.8525806451613,20.2161290322581,62155,0,"0701phonethip-0701 Xamnua-JE dilluent"
"2021-03","0701phonethip","0701 Xamnua","JE vaccine",14.8525806451613,20.2161290322581,62155,0,"0701phonethip-0701 Xamnua-JE vaccine"
